,"color","latitude","longitude","name","phone","url","description","address","state","zip","city","couponOffer","logo","meta","area","type","category","hasShop","hasCoupon","expirationDate"
,"orange",36.9747,-122.0310,"Human Care Alliance",,"www.humancarealliance.org","A coalition of 50+ local  nonprofit agencies  HCA programs provide a strong safety net for our County's most vulnerable residents. Through collaboration  we strengthen health and human services in the face of shrinking funding and increasing demand.","PO Box 7376","CA",95061,"Santa Cruz",,"logo_HumanCare.jpg",,"Santa Cruz","NonProfit","Community & Social Services","n","n",
,"gold",37.0196,-121.9347,"Hunter Hill Vineyard and Winery  Inc.","831-465-9294","hunterhillwines.com","Hunter Hill is a family owned Vineyard and winery. We farm 7 acres of vineyard in the Soquel hills and make wine. Our tasting room is open Sat-Sun 11-4. Vann and Christine Slatter are the owners.","7099 Glen Haven Rd.","CA",95073,"Soquel",,"logo_HunterHill.jpg","gold","Soquel","Gold","Wineries","y","n",
,"yellow",36.9813,-122.0303,"Ifland Survey","831-426-7941","www.iflandsurvey.com",,"303 Potrero Street  #43-108","CA",95060,"Santa Cruz",,,"Land Survey Surveying Engineering Civil","Aptos / La Selva","Community Supporter","Customer","n","n",
,"gold",36.9639,-121.9987,"Iluminada Design","(831) 464-7914","www.iluminada.com","Iluminada Design is a Santa Cruz web design studio specializing in custom web design  eCommerce solutions  logo/identity design and opensource web application development for small to mid-sized businesses around the world.","180 7th Ave.","CA",95062,"Santa Cruz","Free 1-hour consultation for any web design  production or print related project.","logo_Iluminada.png","web design  ecommerce  websites  website  logo design gold","Live Oak","Gold","Website Services","y","y",01/01/16 12:00 AM
,"green",36.9709,-122.0240,"India Joze","831 332-0255","www.indiajoze.com","India Joze has been a culinary landmark in Santa Cruz since 1972. MidEast  South Asian  and SouthEast Asian cuisines  Catering  classes  culinary tours  and many community oriented benefits","418 Front Street","CA",95060,"Santa Cruz",,"logo_IndiaJoze.jpg",,"Santa Cruz","Silver","Restaurants","y","n",
,"green",37.0424,-122.0269,"Integrity Automotive Service and Quick Lube","831-439-9631",,"  We can take care of all your auto repair needs.  This includes: 30  60  90K services  transmission repair  engine repair  head gasket  water pumps  timing belts  oil changes  and smog check  Transmission replacement  Engine replacements     ","107-a whispering pins dr","CA",95066,"Scotts Valley",,,"Transmission  engine  30-60-90k service  timing belt  ","Scotts Valley","Silver","Auto","y","n",
,"green",36.9669,-121.9856,"Island Home & Garden","(831) 476-6460","www.islandhomegarden.com","Come in and Feel the Aloha! Exotic tropical flowers and Leis Local and Hawaiian Art  Jewelry  Island style gifts and clothing ","844 17th Ave.","CA",95062,"Santa Cruz","20% OFF FLOWERS.  WE WILL ARRANGE YOUR FLOWERS FOR FREE.  LOCAL AND HAWAIIAN ART 10% OFF  ","logo_IslandHome.jpg","tropical flowers leis gifts art jewelry bouquets arrangements weddings luau party funeral tuberose furniture kona coffee louanne korver patrice pendarvis vases clothing frames mariposa island heritage evelyn jenkins drew sea glass hawaiian island necklace bracelet earrings cards maile ti leaf skin care arbonne coconut kukui orchids plumeria candles soy ecoeve ","Live Oak","Bronze","Home & Garden","y","y",12/31/12 12:00 AM
,"yellow",36.9328,-121.7711,"J's Designs","831-227-1334","Www.jsdesignsapparel.com","J's understands the importance of efficiency  quality  and marketing your company/organization/school/cause so that you build consistent brand awareness. ","1715 freedom blvd #B","CA",95019,"Freedom ",,,"Screen printing Embroidery Banners ","Watsonville","Community Supporter","Customer","n","n",
,"orange",36.9743,-122.0315,"James J. Kelly-Certified Insurance Counselor","831-247-2003","www.jkellyhealth.com","INDEPENDENT INSURANCE AGENT SERVING SANTA CRUZ INDIVIDUALS/FAMILIES AND BUSINESSES FOR THE PAST 32 YEARS  WRITING HOME  AUTO BUSINESS INSURANCE AND GROUP/INDIVIDUAL LIFE AND HEALTH INSURANCE COVERAGES. ","P.O. Box 2221  ","CA",95063,"Santa Cruz  ",,,,"Santa Cruz","Bronze","Insurance","n","n",
,"green",36.9550,-122.0451,"Janet  Allinger Graphic Design","831-325-9567","www.janetallinger.com","Graphic design  illustration and photography with 16+ years of experience in creating logos  illustrations  ads  identities  brochures  packaging  website design and more.","610 Fair ave ","CA",95060,"Santa Cruz",,"logo_JanetAllinger.jpg",,"Santa Cruz","Silver","Graphic Design & Illustration","y","n",
,"green",36.9842,-121.9578,"Jasmine Berke  DAOM  LAc","831-479-1036","JASMINEBERKE.COM","Dr Jasmine Berke  has practiced & taught Acupuncture and Herbal Medicine for over 20 years  she provides top-quality  personalized health care  designed to address your specific health care needs and circumstances.     ","2425 Porter Street  Suite 7","CA",95073,"Soquel",,"logo_JasmineBerke.jpg","Acupuncture   Herbal Medicine   Wholistic Health   Nutrition   Moxa    Integrative Medicine ","Soquel","Bronze","Acupuncture","y","n",
,"green",36.9584,-122.0479,"Java Bob's Coffee Roasting","831-425-7143",,"A family owned and operated wholesale coffee roaster  supplying 100% Arabica coffee to cafe's  restaurants  bakeries  grocery stores and offices since 1988.  Now open to the public at the roasting facility on the Westside. ","429 Ingalls St.","CA",95060,"Santa Cruz",,"logo_JavaBobs.jpg",,"Santa Cruz","Bronze","Coffee","y","n",
,"green",37.0629,-122.9973,"Jay's Classic Art and Signs","831-461-1060","jaytoppingart.com","We custom make Vintage Metal Signs and Paintings with Local historical points of interest and of days gone by. We also specialize in taking customers own photos of their memories and making custom signs that are tributes their personal histories. ","225 1/2 Navarra Drive ","CA",95066,"Scotts Valley",,"logo_JaysClassic.jpg","Gifts Artwork Local memories Signs Paintings art gift signage sign","Scotts Valley","Bronze","Gifts","y","n",
,"yellow",37.0407,-122.0394,"Kat's Natural Balance","(831) 438-7020",,,"670 Lockewood Lane","CA",95066,"Scotts valley",,,"Equine  Canine  Therapeutic  Massage  Acupressure  Service","Aptos / La Selva","Community Supporter","Customer","n","n",
,"green",36.9876,-122.0191,"Kathy Frank","(831) 278-1784",,,"160 Belmont Street Apt C","CA",95060,"Santa Cruz",,,,"Aptos / La Selva","Community Supporter","Accommodations","y","n",
,"green",36.9667,-122.0010,"Kayak Connection","831-479-1121","www.kayakconnection.com","Kayak Connection specializes in kayak and stand-up paddleboard tours  rentals  sales and lessons.  We have locations in both the Santa Cruz and Moss Landing harbors.","413 Lake Ave","CA",95062,"Santa Cruz",,"logo_KayakConnection.jpg","kayak SUP stand up paddleboard family fun harbor water surf ocean tours lessons rental","Santa Cruz","Bronze","Tourism & Attractions","y","n",
,"green",36.9699,-121.9851,"Ken's Wholesale Produce Co.","831 588 6159","kenswholesaleproduce.com","KenÃ¢ÂÂs Wholesale Produce works with both large and small farms to offer a full line of whole case fruits and vegetables as well as pre-cut items and custom blends.  ","1035 17th Ave ","CA",95062,"Santa Cruz",,"files/images/members/plainlogo.jpg","wholesale produce produce fruits vegetables pre-cut","Santa Cruz","Silver","Grocers & Specialty Foods","y","n",
,"green",36.9860,-122.0329,"Kerri Kreations","831-429-5129",,"Organic Vegan Cookie Bakery.   Some gluten free varieties","216 B Fern Street","CA",95060,"Santa Cruz",,,"Organic.    Vegan.    No trans fats.   Regular cookies as well as gluten free cookies.","Santa Cruz","Bronze","Bakery","y","n",
,"green",36.9831,-121.9117,"King Insurance & Financial",8316881434,"shea@santacruzinsurance.com","King Insurance & Financial has served Santa Cruz County Since 1964.  We provide expert risk management services in Property and Casualty Insurance (Auto  Home  and Commercial) as well as Life  Health and disability Insurance.  ","7397 Soquel Drive ","CA",95003,"Aptos",,"logo_KingInsurance.png","King Insurance Services  King Insurance Financial  Matthew King  Aptos  Santa Cruz  Soquel  Scotts Valley  Capitola  Bonny Doon  Davenport  Watsonville  Auto Insurance  home Insurance  life Insurance  Health Insurance  Group Health Insurance  Insurance risk management   financial services   pension plans  risk management   Commercial Insurance  Workers Compensation Insurance","Aptos / La Selva","Gold","Insurance","y","n",
,"gold",36.9633,-121.9794,"KSCO AM 1080","(831) 475-1080","www.KSCO.com","LOCAL RADIO WITH 86 LOCAL VOICES! News talk AM 1080 KSCO - traffic   sports  weather & personalities Oldies AM 1340 KOMY  - top hits  from the 50s  60s & 70s 60 years of local owned broadcasting!  ","2300 Portola Drive  ","CA",95062,"Santa Cruz",,"logo_KSCO.png","gold","Live Oak","Gold","Media Outlets","y","n",
,"gold",36.9645,-121.9978,"KUSP-FM","831.476.2800","www.kusp.org","KUSP is an independent  community-based  non-profit  interactive multimedia voice serving the greater Monterey Bay Area. We inform  engage  and entertain our community by providing a thoughtful mix of news  public affairs  arts  & music programming.","203 8th Avenue","CA",95062,"Santa Cruz",,"logo_KUSP.jpg","KUSP radio public community music news 'national public radio' 'public radio' 'morning edition' 'all things considered' 'fresh air' interviews 'car talk' local programming classical jazz alternative gold","Santa Cruz","Gold","Media Outlets","y","n",
,"green",36.9110,-121.7578,"La Perla del Pacifico","831-724-0993",,"Offering the best Seafood in the South County since 1989. ","458 Main Street","CA",95076,"Watsonville",,,"La Perla Del Pacifico Seafood Mexican Restaurant Watsonville Fried Fish Shrimp Tacos Enchiladas Comal Fajitas Cocktails Ceviche ","Watsonville","Silver","Restaurants","y","n",
,"green",36.9806,-122.0184,"Land Trust of Santa Cruz County","831-429-6116","http://www.landtrustsantacruz.org","The Land Trust of Santa Cruz County  in cooperation with public and private interests  protects and manages lands of significant natural resource  agricultural  cultural and open space value.","617 Water Street  ","CA",95060,"Santa Cruz",,"files/images/members/Logo.jpg",,"Santa Cruz","NonProfit","Community & Social Services","n","n",
,"green",36.9665,-122.0406,"Larry's Photography","831-423-2815","http://www.larrysphoto.com","photography studio specializing in portraits  sports  and passport photos","1612 Mission St  ","CA",95060,"Santa Cruz","Right now we are offering a $20 discount  on all publicity sittings. In addition  we are offering $10 vouchers for every referral  good towards any of our photographic  services! Plus  If you and at least two other coworkers come in for individual portraits  weÃ¢ÂÂll take your professional group portrait for FREE (includes complementary CD with one image)!   Please call the studio for more information or to schedule an appointment. ","logo_LarrysPhotography.gif","photographs photography professional photos photo portraits artistic","Santa Cruz","Bronze","Photography","y","y",03/31/16 12:00 AM
,"orange",36.9878,-122.0338,"Las Animas Concrete","831-426-7280","www.lasanimasconcrete.com","Las Animas Concrete is a family owned and operated ready mix concrete company.  We have been serving the Monterey Bay area since 1964.  ","PO Box 507","CA",95060,"Santa Cruz",,,"Concrete Ready-Mix Building Materials Cement Rock Sand","Santa Cruz","Bronze","Contractors  Construction & Design","n","n",
,"orange",37.0018,-121.9501,"LaundryCare Express","(831) 475-7690","www.LaundryCareExpress.com","Laundry services for people and businesses -- including wash & fold laundry  dry cleaning  and dress shirt laundry.  Picking up laundry... delivering freedom since 2003.","P.O. Box 174","CA",95073,"Capitola",,,"laundry 'dry cleaning' 'dress shirt' 'wash & fold' 'fluff & fold' 'wash  dry  fold' 'laundry service'","Santa Cruz","Bronze","Home","n","n",
,"green",36.9971,-121.9144,"Law Office of Kathryn Britton","(831) 688-7724",,"Kathryn Britton is an attorney who helps small and mid-sized businesses succeed.  See www.kbrittonlaw.com for details about her experience and skills.","Vienna Drive","CA","95003-2830","Aptos",,,"attorney business contracts transactions licensing software technology drafting corporations leases services consulting negotiation ","Santa Cruz","Silver","Attorneys","y","n",
,"gold",36.9744,-122.0316,"Law Offices of Mary-Margaret Bierbaum","831-462-6099","www.santacruzlaw.com","With over 28 years experience Ms.Bierbaum specializes in criminal defense matters related to Felony  Misdemeanor & Traffic charges and also civil mediation. Don't go it alone...consult with Attorney Bierbaum for the best outcome on your matter.  ","PO Box 3744","CA",95063,"Santa Cruz","Former DA & Expert Defense Attorney Bierbaum offers 10% off her retainer for representation in your criminal matter. Don't go it alone. Ms. Bierbaum is also offering the first hour of Mediation Services FREE - a $350.00 value. Her motto is: 'We can work it out...'  ",," Mediation Conflict-Resolution  Criminal Defense (certified Specialist) Felonies Misdemeanors Traffic Driving-Under-the-Influence gold","Santa Cruz","Gold","Attorneys","n","y",10/31/13 12:00 AM
,"yellow",36.9749,-122.0291,"Law Offices of Terry LaPorte","(831)-426-2535","www.terrylaporte.com",,"911 Center Street  Suite A ","CA",95060,"Santa Cruz",,,"Attorney  Lawyer  Law Firm  Legal Services  Disability Attorney  Disability Lawyer  Disability Law Firm  Social Security Disability Insurance  Social Security Disability Appeals  Supplemental Security Income  Social Security Disability Attorney  Social Security Disability Lawyer  Social Security Disability Law Firm","Aptos / La Selva","Community Supporter","Customer","n","n",
,"green",36.9757,-122.0266,"LEGS","831-429-1940","www.santacruzlegs.com","Fabulous Hosiery and Lingerie - Next Door to Sockshop & Shoe Company - Downtown Santa Cruz","1517 Pacific Ave.","CA",95060,"Santa Cruz","Bring in this Coupon and receive 15% off your next purchase at LEGS.  Your Downtown Women's  Store - Underwear & All Items for your fashionable Legs.",,"tights leggings  panties bras fashion knee highs womens ladies underwear over the knee hosiery ","Santa Cruz","Bronze","Apparel","y","y",07/31/11 12:00 AM
,"green",36.9591,-122.0414,"Leibbrandt Transport moving and storage",8314579520,"www.santacruzmovers.com","moving & storage services residential & office small to large packing California distance moves pianos & large items Local & bayarea deliveries vaulted storage  Sasha with over 25 yrs moving works & manages every job Licensed & insured","223 surfside avenue","CA",95060,"santa cruz",,"logo_LeibbrandtTransport.jpg","mover movers moving residential office california delivery household packing piano moves storage ","Santa Cruz","Bronze","Transportation","y","n",
